# SAXS profile: number of points = 802, q_min = 0, q_max = 0.9, delta_q = 0.001125
#    q    intensity    error
0.80887    11010.54101562  1872.60388184
0.81000    10999.40136719  1873.30786133
0.81112    10987.64160156  1606.20092773
0.81225    10976.79296875  1740.74084473
0.81337    10965.14746094  1339.46118164
0.81450    10953.63671875  1607.88427734
0.81562    10942.58691406  1474.43823242
0.81675    10931.22363281  1743.10656738
0.81787    10919.76074219  1609.54541016
0.81900    10908.09277344  1610.03442383
0.82012    10896.18261719  1476.27612305
0.82125    10884.22656250  1745.16320801
0.82237    10872.55664062  1342.82861328
0.82350    10860.29492188  1746.09106445
0.82462    10847.99316406  1343.45605469
0.82575    10835.55859375  1343.74475098
0.82687    10823.31250000  1478.45764160
0.82800    10809.84960938  1613.04565430
0.82912    10796.85937500  1478.85253906
0.83025    10784.28027344  2016.99731445
0.83137    10770.70214844  1613.74731445
0.83250    10757.18847656  1344.91748047
0.83362    10743.45800781  1614.01647949
0.83475    10729.26562500  1883.06640625
0.83587    10715.05468750  1614.08898926
0.83700    10700.81738281  2017.63903809
0.83812    10686.05273438  1614.04809570
0.83925    10671.20605469  1613.96655273
0.84037    10656.03710938  1344.85839844
0.84150    10640.28027344  1613.59851074
0.84262    10624.58007812  1344.47412109
0.84375    10609.06640625  1478.73132324
0.84487    10593.11035156  1612.88049316
0.84600    10576.84277344  1478.16662598
0.84712    10560.29687500  1477.81445312
0.84825    10543.19042969  1343.07067871
0.84937    10525.73339844  1342.62304688
0.85050    10508.74023438  1476.45166016
0.85162    10491.24414062  1475.94091797
0.85275    10473.65136719  1877.79467773
0.85387    10455.83789062  2145.22412109
0.85500    10437.81152344  1608.25793457
0.85612    10419.17480469  1607.49621582
0.85725    10400.22949219  1472.78942871
0.85837    10381.51171875  1338.24169922
0.85950    10362.76367188  1872.60314941
0.86062    10343.30761719  1871.53088379
0.86175    10324.11621094  1736.89050293
0.86287    10304.47558594  1468.79345703
0.86400    10284.47949219  1734.73449707
0.86512    10264.46484375  1466.90100098
0.86625    10244.58203125  1332.69201660
0.86737    10224.05371094  1464.92150879
0.86850    10203.80371094  1863.16345215
0.86962    10183.02636719  2127.74340820
0.87075    10162.02734375  1594.57446289
0.87187    10141.22460938  1327.80322266
0.87300    10120.10449219  1592.09472656
0.87412    10099.19824219  1590.85083008
0.87525    10077.40234375  1721.91308594
0.87637    10056.14062500  1985.17639160
0.87750    10035.15234375  1719.09667969
0.87862    10012.59765625  1981.64941406
0.87975    9991.16894531   1583.94982910
0.88087    9969.28515625   1450.62438965
0.88200    9947.42089844   1976.30383301
0.88312    9925.08984375   1842.75415039
0.88425    9903.20996094   1578.02697754
0.88537    9880.44921875   1970.50109863
0.88650    9858.05078125   1706.05883789
0.88762    9836.13964844   1442.20544434
0.88875    9813.39160156   1571.66369629
0.88987    9791.02734375   1700.90332031
0.89100    9768.19531250   1699.07983398
0.89212    9745.50585938   1958.38977051
0.89325    9722.56347656   1304.16040039
0.89437    9700.21972656   1433.08007812
0.89550    9676.95312500   1951.96228027
0.89662    9654.53125000   1819.89111328
0.89775    9631.27734375   1428.25817871
0.89887    9608.55566406   1686.06713867
0.90000    9585.10449219   1424.96948242
0.90112    9562.11425781   1423.32666016
